,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,y
1199,30-40,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,7,0,no
1200,18-30,housemaid,single,basic.4y,no,no,yes,cellular,may,thu,6,0,no
1201,18-30,services,single,high.school,unknown,yes,yes,telephone,jul,fri,3,0,no
1202,50+,management,married,university.degree,no,no,no,cellular,aug,mon,6,0,no
1203,40-50,services,divorced,basic.4y,no,yes,no,telephone,jun,fri,6,0,no
1204,30-40,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,fri,5,0,no
1205,30-40,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,2,0,no
1206,50+,retired,married,basic.4y,unknown,yes,no,telephone,may,fri,2,0,no
1207,40-50,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,2,0,no
1208,30-40,admin.,married,high.school,unknown,unknown,unknown,telephone,may,wed,1,0,no
1209,40-50,admin.,divorced,high.school,no,no,no,cellular,jul,mon,1,0,no
1210,18-30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,1,0,no
1211,18-30,blue-collar,single,basic.9y,no,no,yes,telephone,jun,thu,2,0,no
1212,30-40,admin.,single,high.school,no,no,no,cellular,jul,tue,1,0,no
1213,40-50,services,divorced,high.school,no,no,no,cellular,may,mon,3,0,no
1214,18-30,entrepreneur,divorced,basic.6y,no,no,yes,cellular,may,thu,1,1,no
1215,50+,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,2,0,no
1216,40-50,services,divorced,high.school,unknown,no,no,telephone,may,mon,12,0,no
1217,18-30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,6,0,no
1218,40-50,technician,single,basic.9y,no,yes,no,telephone,jun,fri,2,0,no
1219,40-50,retired,married,basic.4y,unknown,yes,yes,telephone,jul,mon,17,0,no
1220,50+,unemployed,divorced,university.degree,unknown,yes,no,telephone,may,fri,1,0,no
1221,40-50,technician,single,high.school,unknown,yes,no,telephone,may,wed,1,0,no
1222,18-30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,1,0,no
1223,50+,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,5,0,no
1224,30-40,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,2,0,no
1225,30-40,services,single,high.school,unknown,no,no,telephone,may,thu,1,0,no
1226,40-50,unemployed,married,high.school,no,yes,no,telephone,may,mon,1,0,no
1227,18-30,admin.,married,university.degree,no,yes,no,cellular,may,fri,2,1,no
1228,30-40,admin.,married,university.degree,no,no,no,telephone,jun,tue,9,0,no
1229,30-40,technician,single,university.degree,no,yes,no,telephone,jul,thu,2,0,no
1230,50+,admin.,divorced,high.school,unknown,no,yes,cellular,jul,mon,3,0,yes
1231,30-40,technician,married,high.school,no,unknown,unknown,cellular,aug,tue,1,0,no
1232,40-50,technician,married,professional.course,no,yes,no,cellular,jul,fri,1,0,no
1233,18-30,admin.,married,high.school,no,unknown,unknown,cellular,jul,tue,3,0,no
1234,30-40,technician,married,high.school,no,yes,no,cellular,may,tue,4,1,no
1235,30-40,blue-collar,married,basic.6y,no,unknown,unknown,cellular,oct,fri,1,0,no
1236,50+,services,married,basic.9y,no,yes,no,telephone,jun,fri,3,0,no
1237,30-40,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,1,0,no
1238,50+,technician,divorced,basic.9y,no,yes,no,cellular,jul,wed,1,0,no
1239,40-50,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,2,0,no
1240,30-40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,1,0,no
1241,18-30,management,single,university.degree,no,no,no,telephone,jun,thu,5,0,yes
1242,30-40,admin.,married,university.degree,no,yes,no,telephone,may,thu,4,0,no
1243,18-30,services,single,high.school,no,yes,no,telephone,may,tue,1,0,no
1244,30-40,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,8,0,no
1245,40-50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,3,0,no
1246,40-50,unemployed,married,basic.9y,no,yes,no,cellular,apr,mon,1,0,no
1247,40-50,self-employed,married,professional.course,no,no,no,cellular,jul,thu,7,0,no
1248,30-40,blue-collar,single,high.school,no,no,yes,cellular,may,wed,3,0,no
1249,50+,self-employed,married,university.degree,no,no,no,cellular,apr,mon,3,1,no
1250,40-50,admin.,married,high.school,no,yes,no,cellular,may,tue,1,0,no
1251,30-40,technician,married,professional.course,unknown,no,no,telephone,may,mon,2,0,no
1252,30-40,admin.,single,university.degree,no,no,no,telephone,may,mon,5,0,no
1253,40-50,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,8,0,no
1254,50+,retired,married,basic.4y,unknown,unknown,unknown,cellular,jul,thu,4,0,no
1255,50+,technician,married,university.degree,no,no,no,telephone,jun,tue,1,0,no
1256,30-40,self-employed,single,university.degree,no,no,no,telephone,may,thu,1,0,no
1257,50+,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,1,1,no
1258,18-30,services,single,basic.4y,no,no,no,telephone,may,wed,1,0,no
1259,18-30,admin.,single,university.degree,no,no,no,cellular,nov,fri,2,0,yes
1260,50+,retired,married,high.school,no,yes,no,cellular,may,mon,2,2,no
1261,18-30,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,1,0,no
1262,50+,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,2,0,no
1263,30-40,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,3,0,no
1264,18-30,student,single,unknown,no,yes,no,cellular,nov,wed,2,0,no
1265,30-40,services,married,high.school,no,no,no,telephone,jun,fri,14,0,no
1266,40-50,management,married,university.degree,no,yes,no,cellular,aug,thu,1,0,no
1267,40-50,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,5,0,no
1268,50+,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,1,0,no
1269,50+,retired,married,university.degree,no,yes,no,cellular,aug,wed,1,1,no
1270,30-40,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,2,0,no
1271,30-40,admin.,married,university.degree,no,no,no,telephone,may,wed,3,0,no
1272,30-40,admin.,single,high.school,no,no,no,cellular,jul,thu,2,3,yes
1273,30-40,admin.,single,university.degree,no,yes,no,cellular,nov,wed,1,0,no
1274,30-40,services,married,high.school,no,no,no,telephone,may,tue,2,0,no
1275,18-30,student,single,high.school,no,no,no,cellular,nov,wed,2,0,no
1276,50+,blue-collar,married,professional.course,unknown,yes,no,telephone,may,fri,1,0,no
1277,18-30,student,single,professional.course,no,no,no,telephone,nov,thu,1,0,no
1278,30-40,admin.,married,high.school,no,no,no,cellular,jul,fri,2,0,no
1279,18-30,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,1,0,no
1280,30-40,management,married,university.degree,no,no,no,cellular,aug,mon,1,0,no
1281,50+,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,3,0,no
1282,30-40,unknown,married,basic.9y,no,no,no,telephone,may,thu,2,0,no
1283,50+,retired,divorced,basic.4y,unknown,no,no,cellular,may,wed,4,1,yes
1284,40-50,self-employed,married,high.school,no,no,no,telephone,may,tue,1,0,no
1285,40-50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,4,0,no
1286,30-40,management,married,university.degree,no,yes,no,cellular,may,fri,1,0,no
1287,30-40,services,single,high.school,no,no,no,cellular,may,wed,1,0,no
1288,50+,services,single,high.school,unknown,no,no,telephone,jun,mon,3,0,no
1289,50+,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,1,0,no
1290,50+,technician,married,high.school,no,no,no,cellular,apr,mon,3,2,no
1291,40-50,management,married,university.degree,unknown,yes,no,cellular,aug,thu,5,0,no
1292,30-40,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,1,0,no
1293,18-30,admin.,single,basic.4y,no,yes,yes,telephone,jun,tue,6,0,no
1294,18-30,management,married,university.degree,no,no,no,cellular,apr,mon,1,0,no
1295,18-30,technician,single,high.school,no,yes,no,cellular,aug,thu,1,0,no
1296,40-50,self-employed,married,high.school,unknown,yes,no,cellular,nov,thu,3,0,no
1297,50+,unemployed,married,university.degree,no,unknown,unknown,cellular,nov,mon,1,0,no
1298,30-40,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,1,4,yes
1299,18-30,management,single,university.degree,no,yes,no,cellular,aug,tue,2,0,no
1300,40-50,services,married,professional.course,no,unknown,unknown,cellular,aug,fri,3,0,no
1301,30-40,services,single,basic.9y,no,no,no,cellular,jul,fri,5,0,no
1302,30-40,blue-collar,married,high.school,unknown,yes,no,cellular,mar,tue,1,0,no
1303,30-40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,11,0,no
1304,18-30,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,3,0,no
1305,30-40,admin.,married,high.school,no,yes,yes,telephone,apr,mon,1,2,no
1306,30-40,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,3,0,no
1307,30-40,blue-collar,married,high.school,no,yes,no,cellular,dec,thu,1,0,no
1308,50+,management,married,university.degree,no,no,no,telephone,jun,wed,17,0,no
1309,30-40,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,1,0,no
1310,40-50,technician,married,university.degree,no,yes,yes,cellular,sep,wed,2,0,no
1311,50+,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,6,0,no
1312,50+,management,married,university.degree,no,no,no,cellular,aug,thu,4,0,no
1313,50+,blue-collar,married,high.school,no,no,no,cellular,may,tue,1,0,no
1314,50+,retired,married,high.school,no,no,no,cellular,sep,mon,1,0,yes
1315,50+,retired,married,university.degree,no,yes,yes,telephone,nov,mon,3,0,no
1316,50+,technician,married,professional.course,no,no,no,telephone,may,tue,1,0,no
1317,30-40,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2,0,no
1318,40-50,admin.,married,high.school,no,yes,no,telephone,may,thu,1,0,no
1319,30-40,technician,single,professional.course,no,no,no,cellular,aug,mon,2,0,no
1320,50+,admin.,single,university.degree,no,no,no,telephone,may,mon,3,0,yes
1321,40-50,technician,married,university.degree,no,no,no,cellular,jul,thu,3,0,no
1322,30-40,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,1,0,no
1323,30-40,admin.,married,university.degree,no,no,no,cellular,may,wed,1,0,no
1324,30-40,services,married,high.school,unknown,yes,no,telephone,may,mon,3,0,no
1325,30-40,self-employed,single,university.degree,no,no,yes,cellular,jun,wed,4,0,no
1326,40-50,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,1,0,no
1327,30-40,technician,single,high.school,no,no,no,cellular,aug,fri,1,0,no
1328,18-30,unemployed,married,high.school,no,yes,no,telephone,jun,fri,13,0,no
1329,50+,unknown,married,unknown,unknown,yes,no,telephone,may,mon,1,0,no
1330,40-50,services,married,high.school,unknown,yes,no,cellular,apr,mon,1,1,no
1331,40-50,admin.,divorced,university.degree,no,yes,yes,cellular,nov,wed,2,1,no
1332,40-50,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,3,2,no
1333,50+,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,2,0,no
1334,30-40,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,1,0,no
1335,50+,services,married,unknown,no,no,no,telephone,may,tue,1,0,no
1336,50+,services,married,high.school,no,no,no,cellular,aug,fri,5,0,no
1337,18-30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,0,no
1338,30-40,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,thu,1,0,no
1339,40-50,services,married,high.school,unknown,yes,no,cellular,nov,thu,2,0,no
1340,30-40,admin.,married,university.degree,no,yes,no,cellular,aug,wed,4,0,no
1341,30-40,services,married,high.school,no,no,no,telephone,may,tue,1,0,no
1342,18-30,management,single,university.degree,no,yes,yes,telephone,may,mon,3,0,no
1343,40-50,management,divorced,high.school,no,yes,no,cellular,nov,mon,2,0,no
1344,40-50,services,divorced,basic.9y,no,yes,no,telephone,may,wed,3,0,no
1345,18-30,admin.,married,university.degree,no,yes,no,telephone,may,fri,2,0,no
1346,18-30,services,married,high.school,no,unknown,unknown,cellular,jul,thu,4,0,no
1347,30-40,admin.,single,high.school,no,yes,no,cellular,nov,tue,1,0,no
1348,40-50,blue-collar,married,basic.6y,no,yes,no,telephone,sep,thu,1,0,no
1349,18-30,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,4,0,no
1350,40-50,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,1,0,no
1351,30-40,unemployed,married,professional.course,no,yes,no,telephone,nov,tue,1,0,yes
1352,18-30,student,single,high.school,no,no,no,cellular,jul,tue,1,1,no
1353,30-40,admin.,single,university.degree,no,yes,no,cellular,jul,mon,2,0,no
1354,30-40,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,1,0,no
1355,50+,management,divorced,university.degree,no,yes,no,telephone,may,wed,1,0,no
1356,30-40,blue-collar,single,basic.6y,unknown,no,yes,cellular,may,wed,1,1,no
1357,30-40,admin.,single,high.school,no,yes,no,cellular,oct,mon,2,2,no
1358,30-40,admin.,married,high.school,no,no,no,cellular,nov,fri,2,0,no
1359,40-50,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,1,0,no
1360,30-40,blue-collar,single,basic.6y,no,no,no,cellular,may,mon,2,0,no
1361,30-40,admin.,single,high.school,no,yes,no,cellular,apr,fri,2,0,no
1362,18-30,technician,single,professional.course,no,yes,no,cellular,may,mon,1,1,no
1363,50+,retired,divorced,university.degree,no,no,no,cellular,aug,tue,1,0,no
1364,18-30,services,single,basic.9y,no,yes,yes,cellular,jul,tue,6,0,no
1365,40-50,admin.,divorced,high.school,no,yes,yes,cellular,may,thu,2,0,no
1366,30-40,entrepreneur,single,university.degree,no,yes,no,cellular,may,fri,1,0,no
1367,18-30,admin.,single,university.degree,no,no,no,cellular,mar,tue,4,0,yes
1368,30-40,admin.,single,university.degree,no,yes,no,cellular,may,tue,1,0,no
1369,30-40,technician,married,professional.course,no,no,no,cellular,aug,mon,1,0,no
1370,30-40,services,married,high.school,unknown,yes,yes,telephone,jun,wed,2,0,no
1371,30-40,technician,married,high.school,no,no,no,cellular,nov,fri,2,0,yes
1372,30-40,management,divorced,high.school,no,yes,no,telephone,jun,fri,4,0,no
1373,50+,retired,married,basic.4y,no,no,no,cellular,nov,tue,3,0,no
1374,30-40,admin.,single,university.degree,no,yes,no,cellular,jul,wed,2,0,yes
1375,30-40,services,single,high.school,no,yes,no,cellular,may,tue,1,0,no
1376,40-50,admin.,single,university.degree,no,no,no,cellular,nov,fri,3,0,no
1377,18-30,student,single,unknown,no,yes,yes,cellular,apr,tue,2,0,no
1378,40-50,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,3,0,no
1379,30-40,admin.,married,university.degree,no,no,no,cellular,may,fri,1,0,no
1380,40-50,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,2,0,no
1381,40-50,services,married,high.school,no,yes,no,cellular,aug,mon,15,0,no
1382,18-30,admin.,single,university.degree,no,no,no,telephone,jun,tue,6,0,no
1383,30-40,unknown,married,unknown,unknown,no,no,telephone,may,mon,4,0,no
1384,30-40,entrepreneur,married,basic.4y,no,yes,no,telephone,may,wed,1,0,no
1385,30-40,admin.,married,university.degree,no,no,no,cellular,jul,mon,6,0,no
1386,30-40,admin.,single,university.degree,no,no,no,telephone,may,mon,13,0,no
1387,40-50,technician,married,professional.course,unknown,no,no,telephone,may,mon,1,0,no
1388,40-50,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,0,no
1389,30-40,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,1,no
1390,30-40,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,mon,3,0,no
1392,40-50,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,3,0,yes
1393,50+,management,married,university.degree,no,no,no,cellular,dec,thu,4,1,no
1394,30-40,services,married,high.school,no,no,yes,cellular,apr,fri,1,1,no
1396,30-40,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,2,0,no
1397,30-40,admin.,married,high.school,no,yes,no,telephone,may,wed,2,0,no
1398,30-40,technician,single,university.degree,no,yes,yes,cellular,nov,fri,1,0,no
1399,30-40,admin.,married,university.degree,unknown,no,no,telephone,may,fri,1,0,no
1400,30-40,technician,married,university.degree,no,yes,no,cellular,nov,mon,1,0,no
1401,18-30,technician,single,high.school,no,yes,no,cellular,aug,tue,6,0,no
1402,30-40,admin.,single,high.school,no,no,no,cellular,apr,thu,1,0,yes
1403,30-40,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,2,0,no
1404,30-40,admin.,married,university.degree,no,yes,no,cellular,jul,wed,2,0,yes
1405,30-40,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue,1,0,no
1406,30-40,admin.,married,university.degree,no,yes,no,telephone,aug,tue,7,0,no
1407,30-40,admin.,single,university.degree,no,no,no,cellular,aug,mon,1,0,no
1408,30-40,self-employed,single,high.school,no,yes,no,cellular,nov,tue,4,0,no
1409,40-50,admin.,single,university.degree,no,yes,yes,telephone,may,wed,1,0,yes
1410,18-30,technician,single,basic.9y,no,no,no,cellular,may,tue,1,0,no
1411,50+,technician,married,professional.course,no,no,no,telephone,may,fri,1,0,no
1412,18-30,services,single,basic.9y,no,no,no,telephone,may,mon,2,0,no
1413,40-50,entrepreneur,married,professional.course,no,yes,yes,cellular,may,fri,1,1,no
1414,50+,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,1,0,yes
1415,30-40,blue-collar,single,basic.6y,no,no,no,telephone,jun,fri,2,0,no
1416,40-50,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,no
1417,30-40,technician,single,professional.course,no,no,yes,telephone,may,mon,2,0,no
1418,30-40,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,4,0,no
1419,30-40,services,married,basic.9y,no,no,no,telephone,jun,fri,1,0,no
1420,40-50,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,2,0,no
1421,18-30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,3,0,no
1422,18-30,technician,married,university.degree,unknown,yes,no,cellular,jul,tue,1,0,no
1423,30-40,entrepreneur,divorced,basic.4y,no,no,no,cellular,nov,tue,2,0,no
1424,18-30,management,married,university.degree,no,yes,no,cellular,jul,wed,2,0,no
1425,50+,retired,married,university.degree,no,yes,no,cellular,jul,mon,2,1,yes
1426,40-50,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,tue,1,0,no
1427,30-40,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,8,0,no
1428,50+,services,married,high.school,no,no,yes,cellular,jul,thu,1,0,no
1429,30-40,admin.,married,high.school,unknown,yes,yes,telephone,jun,wed,2,0,no
1430,50+,services,married,basic.4y,no,no,yes,cellular,aug,wed,1,0,no
1431,30-40,admin.,married,high.school,no,unknown,unknown,cellular,jul,thu,3,0,no
1432,40-50,blue-collar,single,basic.4y,no,unknown,unknown,cellular,jul,mon,3,0,no
1433,30-40,self-employed,single,university.degree,no,yes,no,cellular,may,mon,3,0,no
1434,30-40,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,0,yes
1435,40-50,services,married,high.school,no,no,no,cellular,may,mon,2,0,no
1436,50+,admin.,married,university.degree,no,no,no,telephone,jul,fri,9,0,no
1437,40-50,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,1,0,no
1438,40-50,admin.,single,high.school,no,no,no,cellular,jul,fri,1,0,no
1439,30-40,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,2,1,no
1440,50+,technician,married,professional.course,unknown,yes,no,telephone,may,fri,1,0,no
1441,40-50,self-employed,married,basic.4y,no,no,yes,cellular,nov,wed,5,0,no
1442,50+,services,married,basic.6y,no,no,yes,cellular,jul,mon,2,0,no
1443,30-40,technician,single,unknown,no,yes,no,telephone,jul,wed,2,0,no
